observed_on,updated_at,num_identification_agreements,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,scientific_name,common_name
4/27/2019,2019-05-05 22:35:38 UTC,1,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.0974912,-118.2004455,10,10,Quercus agrifolia,coast live oak
4/27/2019,2021-03-11 22:01:53 UTC,2,"이튼 캐니언 파크, 패서디나, CA, US",34.18172765,-118.0965169,32,32,Quercus agrifolia,coast live oak
4/27/2019,2024-12-29 20:48:08 UTC,1,"Placerita Canyon State Park, Newhall, CA, US",34.37704667,-118.46907,10,10,Quercus agrifolia,coast live oak
4/27/2019,2021-01-20 19:48:41 UTC,1,"Mar Vista, Los Angeles, CA, USA",34.00568695,-118.4515006,1,1,Quercus agrifolia,coast live oak
4/27/2019,2024-12-29 20:48:11 UTC,1,"Placerita Canyon State Park, Newhall, CA, US",34.37736333,-118.4673533,10,10,Quercus agrifolia,coast live oak
4/27/2019,2019-05-05 22:35:28 UTC,1,"801–833 Reeves Pl, Glendale, CA, US",34.13105921,-118.2445239,10,10,Quercus agrifolia,coast live oak
4/27/2019,2019-05-06 04:31:25 UTC,1,"Western Cold Creek Preserve, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.0944644,-118.6723834,8,8,Quercus agrifolia,coast live oak
4/27/2019,2021-01-19 23:34:27 UTC,1,"Western Cold Creek Preserve, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.09427743,-118.6727089,8,8,Quercus agrifolia,coast live oak
4/27/2019,2019-05-06 04:31:04 UTC,1,"415 S Arroyo Blvd, Pasadena, CA 91105, USA",34.14023674,-118.1674422,7,7,Quercus agrifolia,coast live oak
4/27/2019,2019-05-06 04:30:51 UTC,1,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.10259167,-118.65715,2000,2000,Quercus agrifolia,coast live oak
4/27/2019,2019-05-06 04:30:40 UTC,1,"Topanga, Topanga State Park, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.09351668,-118.5872414,8,8,Quercus agrifolia,coast live oak
4/27/2019,2019-05-05 22:35:23 UTC,1,"Griffith Park, Los Angeles County, US-CA, US",34.13133581,-118.2835373,482,482,Quercus agrifolia,coast live oak
4/26/2019,2021-01-19 23:34:17 UTC,1,"Los Angeles County, CA, USA",34.09593642,-118.7185867,23,23,Quercus agrifolia,coast live oak
4/27/2019,2019-04-28 01:21:40 UTC,0,"Paramount Ranch, Agoura Hills, CA, US",34.11704717,-118.75795,5,5,Quercus agrifolia,coast live oak
4/27/2019,2024-06-05 12:03:24 UTC,1,"Gabrieleno Trail, Tujunga, CA 91042, USA",34.26589584,-118.147171,,,Quercus agrifolia,coast live oak
4/27/2019,2021-01-19 23:34:08 UTC,1,"West Hills, Los Angeles, CA, USA",34.22061674,-118.649813,1,1,Quercus agrifolia,coast live oak
4/27/2019,2019-05-07 13:22:40 UTC,2,"Eaton Canyon, Pasadena, CA, USA",34.17804136,-118.0960134,303,303,Quercus agrifolia,coast live oak
4/27/2019,2023-07-07 08:40:02 UTC,1,"Franklin Canyon Park, Los Angeles, CA, US",34.12474717,-118.4078217,6,6,Quercus agrifolia,coast live oak
4/26/2019,2019-04-28 13:55:32 UTC,1,"Los Angeles, CA, USA",34.13354333,-118.2912967,,,Quercus agrifolia,coast live oak
4/27/2019,2021-01-19 23:33:51 UTC,2,"Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.07382445,-118.6025228,11,11,Quercus agrifolia,coast live oak
4/27/2019,2019-04-28 16:02:34 UTC,0,"Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.07309445,-118.6050176,6,6,Quercus agrifolia,coast live oak
4/27/2019,2021-01-19 23:33:41 UTC,1,"Malibu Creek State Park, Calabasas, CA, US",34.09123883,-118.7134033,24,24,Quercus agrifolia,coast live oak
4/28/2019,2019-04-28 16:21:42 UTC,0,"Peck Road Water Conservation Park, Arcadia, CA, US",34.09967318,-118.0132537,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:35:10 UTC,1,"Peck Road Water Conservation Park, Arcadia, CA, US",34.10080046,-118.0130182,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:35:09 UTC,1,"90732, Los Angeles, CA, US",33.73307778,-118.3185899,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:35:08 UTC,1,"1805 W 9th St, San Pedro, CA 90732, USA",33.73315194,-118.3184247,6,6,Quercus agrifolia,coast live oak
4/28/2019,2021-01-19 23:33:33 UTC,1,"Topanga State Park, Malibu, CA, US",34.0419012,-118.5809692,5,5,Quercus agrifolia,coast live oak
4/27/2019,2019-05-05 22:34:16 UTC,2,"65 N Arroyo Blvd, Pasadena, CA, US",34.14638397,-118.1643741,10,10,Quercus agrifolia,coast live oak
4/28/2019,2021-01-19 23:33:20 UTC,1,"Los Angeles, California, United States",34.076875,-118.442545,,,Quercus agrifolia,coast live oak
4/28/2019,2020-10-24 21:20:00 UTC,3,"Robert M McCurdy Nature Center, Pasadena, CA, US",34.17708303,-118.0966007,22,22,Quercus agrifolia,coast live oak
4/28/2019,2020-12-21 23:45:04 UTC,2,"2078 Canyon Close Rd, Pasadena, CA 91107, USA",34.17725871,-118.0970327,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:34:20 UTC,1,"1103 S Main St, Burbank, CA, US",34.16215833,-118.3113417,1468,1468,Quercus agrifolia,coast live oak
4/28/2019,2024-11-18 00:43:48 UTC,2,"33205 Pewter Rd, Santa Clarita, CA, US",34.49828363,-118.3419402,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-06 04:29:04 UTC,2,"33135 Pewter Rd, Santa Clarita, CA, US",34.4981652,-118.3418841,5,5,Quercus agrifolia,coast live oak
4/28/2019,2021-01-19 23:33:08 UTC,2,"Westwood, Los Angeles, CA, USA",34.0741215,-118.4546781,1,1,Quercus agrifolia,coast live oak
4/28/2019,2021-01-19 23:32:59 UTC,2,"Westwood, Los Angeles, CA, USA",34.0741215,-118.4546781,1,1,Quercus agrifolia,coast live oak
4/26/2019,2019-05-05 22:34:23 UTC,1,"Kenneth Hahn State Recreation Area, Los Angeles, CA, US",34.00138611,-118.3595283,10,10,Quercus agrifolia,coast live oak
4/28/2019,2019-04-29 19:25:48 UTC,1,"601 W Temple St, Los Angeles, CA, US",34.05835714,-118.246456,16,16,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:34:06 UTC,1,"Los Angeles County, US-CA, US",34.20327312,-118.1206243,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:34:06 UTC,1,"3357 Villa Grove Dr, Altadena, CA, US",34.2039262,-118.129185,22,22,Quercus agrifolia,coast live oak
4/28/2019,2023-11-18 20:40:11 UTC,1,"Topanga, Topanga State Park, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.12120243,-118.5634185,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-04 07:23:26 UTC,1,"Eaton Canyon Natural Area, Pasadena, CA, US",34.17750833,-118.0973888,8,8,Quercus agrifolia,coast live oak
4/27/2019,2021-01-20 20:11:14 UTC,1,"Placerita Canyon State Park, Newhall, CA, US",34.36766893,-118.4553956,544,544,Quercus agrifolia,coast live oak
4/27/2019,2021-01-19 23:32:28 UTC,1,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.092925,-118.6573117,5,5,Quercus agrifolia,coast live oak
4/27/2019,2021-01-20 20:11:10 UTC,1,"Angeles National Forest, Newhall, CA, US",34.36496453,-118.452513,1589,1589,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:34:01 UTC,1,"Sam Merrill Trail, Altadena, CA, US",34.20481167,-118.1279445,8,8,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:34:01 UTC,1,"Angeles MRCA Open Space, Los Angeles, California, United States",34.242705,-117.8748017,,,Quercus agrifolia,coast live oak
4/28/2019,2021-01-20 20:10:47 UTC,2,"Granada Hills, Los Angeles, CA, USA",34.30725786,-118.5113865,15,15,Quercus agrifolia,coast live oak
4/28/2019,2021-01-20 20:03:11 UTC,2,"Northridge, Los Angeles, CA, USA",34.24915976,-118.5037082,122,122,Quercus agrifolia,coast live oak
4/27/2019,2021-01-20 20:06:27 UTC,1,"Los Angeles, CA, USA",34.22398332,-118.6548589,15,15,Quercus agrifolia,coast live oak
4/29/2019,2019-05-05 22:34:03 UTC,2,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.1287505,-117.7948759,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-07 03:15:30 UTC,2,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12874246,-117.7948897,5,5,Quercus agrifolia,coast live oak
4/29/2019,2022-03-16 14:06:31 UTC,2,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12934931,-117.7953594,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-06 04:24:46 UTC,1,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12958102,-117.7956639,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-07 03:15:15 UTC,2,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12989681,-117.7959881,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-05 22:34:03 UTC,2,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.13168618,-117.7949563,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-04 07:12:06 UTC,2,"San Dimas, CA, USA",34.12956111,-117.7953306,,,Quercus agrifolia,coast live oak
4/29/2019,2019-07-11 05:34:51 UTC,1,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12908347,-117.794375,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-05 22:33:59 UTC,1,"Los Angeles County, US-CA, US",34.1546585,-118.2964132,3,28874,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:13:22 UTC,1,"Placerita Canyon State Park, Newhall, CA, US",34.37846333,-118.46798,10,10,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:13:25 UTC,1,"Placerita Canyon State Park, Newhall, CA, US",34.37870833,-118.466705,5,5,Quercus agrifolia,coast live oak
4/26/2019,2019-05-05 22:33:58 UTC,1,"1012 Durfee Ave, South El Monte, CA 91733, USA",34.03459963,-118.0453611,8,8,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 22:33:57 UTC,1,"Whittier Narrows Nature Center, 1000 North Durfee Ave, South El Monte, CA 91733, USA",34.03345328,-118.0458397,7,7,Quercus agrifolia,coast live oak
4/29/2019,2019-06-13 01:00:57 UTC,1,"Temescal Gateway Park, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.05864799,-118.5298885,24,24,Quercus agrifolia,coast live oak
4/27/2019,2019-04-29 20:24:32 UTC,1,"Los Angeles, California, United States",33.990935,-118.2471917,,,Quercus agrifolia,coast live oak
4/29/2019,2024-01-16 21:58:18 UTC,2,"2121 Valderas Dr, Glendale, CA 91208, USA",34.2025032,-118.2228699,,,Quercus agrifolia,coast live oak
4/29/2019,2020-12-30 00:54:48 UTC,3,"Robert M McCurdy Nature Center, Pasadena, CA, US",34.17689192,-118.0968422,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-05 03:26:40 UTC,1,"Exposition Park, Los Angeles, CA, US",34.01542778,-118.2847667,6,6,Quercus agrifolia,coast live oak
4/28/2019,2019-04-30 04:08:57 UTC,1,"Los Angeles County, CA, USA",34.20621193,-117.8662293,4,4,Quercus agrifolia,coast live oak
4/29/2019,2023-07-07 09:11:54 UTC,1,"Solstice Canyon, Malibu, CA, US",34.03775833,-118.7503967,6,6,Quercus agrifolia,coast live oak
4/29/2019,2019-05-05 03:20:57 UTC,1,"5401 Peck Rd, Arcadia, CA 91006, USA",34.1006236,-118.0132699,376,376,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:11:16 UTC,2,"Placerita Canyon State Park, Newhall, CA, US",34.37737221,-118.4701254,10,10,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:11:19 UTC,1,"Placerita Canyon State Park, Newhall, CA, US",34.37732364,-118.4700172,5,5,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:13:19 UTC,2,"Placerita Canyon State Park, Newhall, CA, US",34.37813953,-118.4679229,10,10,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:13:16 UTC,2,"Placerita Canyon State Park, Newhall, CA, US",34.37802575,-118.4679671,5,5,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:13:13 UTC,2,"Placerita Canyon State Park, Newhall, CA, US",34.3778848,-118.4679443,5,5,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:13:09 UTC,2,"Placerita Canyon State Park, Newhall, CA, US",34.37746625,-118.4683158,5,5,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:13:06 UTC,2,"Placerita Canyon State Park, Newhall, CA, US",34.37744576,-118.4683081,5,5,Quercus agrifolia,coast live oak
4/29/2019,2021-09-21 04:38:40 UTC,2,"Oak Grove Park, Pasadena, CA, US",34.19794005,-118.1661482,10,10,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:03:07 UTC,1,"Los Angeles County, US-CA, US",34.26657374,-118.378946,8,28846,Quercus agrifolia,coast live oak
4/29/2019,2019-04-30 19:53:28 UTC,1,"Oak Grove Park, Pasadena, CA, US",34.19458687,-118.1698564,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-01 18:44:53 UTC,1,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12731117,-117.79373,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-01 18:44:53 UTC,1,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.13042306,-117.7946519,785,785,Quercus agrifolia,coast live oak
4/29/2019,2019-04-30 20:02:25 UTC,1,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12985395,-117.7946095,1125,1125,Quercus agrifolia,coast live oak
4/29/2019,2019-04-30 20:02:11 UTC,1,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12893513,-117.7949638,2150,2150,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:03:15 UTC,2,"Northridge, Los Angeles, CA, USA",34.24723512,-118.5079623,8,8,Quercus agrifolia,coast live oak
4/10/2019,2019-05-05 19:47:58 UTC,1,"Angeles National Forest, Palmdale, CA, US",34.26537,-118.1482862,10,10,Quercus agrifolia,coast live oak
4/29/2019,2021-01-19 23:29:19 UTC,1,"Franklin Canyon Park, Santa Monica Mountains National Recreation Area, Los Angeles, California, United States",34.12188333,-118.408516,,,Quercus agrifolia,coast live oak
4/27/2019,2019-04-30 19:22:27 UTC,1,"Los Angeles, California, United States",33.78180167,-118.2948117,,,Quercus agrifolia,coast live oak
4/29/2019,2019-04-30 19:25:49 UTC,1,"Eaton Canyon Natural Area, Pasadena, CA, US",34.17612989,-118.0963782,766,766,Quercus agrifolia,coast live oak
4/29/2019,2021-01-20 20:10:57 UTC,1,"Santa Clarita, CA, USA",34.35669173,-118.5601406,31,31,Quercus agrifolia,coast live oak
4/29/2019,2019-05-01 18:44:54 UTC,1,"Eaton Canyon Natural Area, Pasadena, CA, US",34.17925298,-118.0966424,422,422,Quercus agrifolia,coast live oak
4/28/2019,2021-01-20 20:10:51 UTC,1,"Santa Clarita Woodlands Park, Los Angeles County, US-CA, US",34.35049802,-118.5856229,488,488,Quercus agrifolia,coast live oak
4/28/2019,2021-01-20 20:10:54 UTC,2,"Los Angeles County, CA, USA",34.35531752,-118.5771517,61,61,Quercus agrifolia,coast live oak
4/29/2019,2023-07-07 09:37:25 UTC,1,"Los Angeles County, US-CA, US",34.19495711,-118.268725,,28874,Quercus agrifolia,coast live oak
4/26/2019,2019-04-30 06:16:43 UTC,1,"Los Angeles, CA, USA",34.13505363,-118.2900355,1,1,Quercus agrifolia,coast live oak
4/26/2019,2019-04-30 06:16:14 UTC,1,"Los Angeles, CA, USA",34.1350306,-118.2903133,1,1,Quercus agrifolia,coast live oak
4/26/2019,2019-04-30 18:21:40 UTC,1,"Los Angeles, CA, USA",34.13484423,-118.2884,4,4,Quercus agrifolia,coast live oak
4/28/2019,2019-04-30 18:06:53 UTC,1,"Monrovia, CA, USA",34.173604,-117.9903945,63,63,Quercus agrifolia,coast live oak
4/28/2019,2019-04-30 13:20:11 UTC,1,"Los Angeles, California, United States",34.17427667,-117.9912117,,,Quercus agrifolia,coast live oak
4/30/2019,2019-05-02 14:30:07 UTC,1,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.21645866,-118.1459807,8,8,Quercus agrifolia,coast live oak
4/30/2019,2019-05-02 14:29:59 UTC,1,"Los Angeles County, US-CA, US",34.2017829,-118.161821,1000,1000,Quercus agrifolia,coast live oak
4/30/2019,2019-05-05 19:46:09 UTC,1,"Descanso Gardens, La Cañada Flintridge, CA, US",34.20181748,-118.2125714,5,5,Quercus agrifolia,coast live oak
4/30/2019,2019-05-02 14:29:31 UTC,1,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.21652319,-118.1459956,5,5,Quercus agrifolia,coast live oak
4/30/2019,2019-05-05 19:46:06 UTC,1,"1211 Homewood Ln, La Cañada Flintridge, CA, US",34.20540061,-118.2053036,1414,1414,Quercus agrifolia,coast live oak
4/20/2019,2019-05-02 14:25:36 UTC,1,"Lower Arroyo Park, Pasadena, CA, US",34.14139167,-118.1676167,10,10,Quercus agrifolia,coast live oak
4/29/2019,2019-05-01 04:11:58 UTC,1,"Wildwood Canyon Park, Burbank, CA, US",34.20926667,-118.2916417,5,5,Quercus agrifolia,coast live oak
4/29/2019,2019-05-06 04:24:06 UTC,1,"Wildwood Canyon Park, Burbank, CA, US",34.20942,-118.2919083,5,5,Quercus agrifolia,coast live oak
3/17/2019,2019-05-05 19:45:42 UTC,1,"391 W 40th St, , CA, US",33.70701167,-118.285775,5,5,Quercus agrifolia,coast live oak
4/27/2019,2024-11-23 18:45:09 UTC,1,"Topanga, CA, USA",34.09592778,-118.60015,30,30,Quercus agrifolia,coast live oak
5/1/2019,2019-05-02 00:41:20 UTC,1,"Angeles National Forest, Palmdale, CA, US",34.266055,-118.1446,8,8,Quercus agrifolia,coast live oak
4/11/2019,2019-05-05 19:45:13 UTC,1,"Eaton Canyon Natural Area, Pasadena, CA, US",34.18212656,-118.0969028,16,16,Quercus agrifolia,coast live oak
4/11/2019,2021-03-11 22:03:55 UTC,2,"Eaton Canyon Natural Area, Pasadena, CA, US",34.18169507,-118.0963218,16,16,Quercus agrifolia,coast live oak
4/11/2019,2021-10-13 14:51:47 UTC,2,"Eaton Canyon Natural Area, Pasadena, CA, US",34.17992361,-118.0965853,24,24,Quercus agrifolia,coast live oak
5/2/2019,2019-05-02 19:26:52 UTC,1,"Occidental College, Los Angeles, CA, US",34.13006667,-118.2096033,10,10,Quercus agrifolia,coast live oak
5/2/2019,2019-05-05 19:45:09 UTC,1,"San Dimas Canyon Regional Park, San Dimas, CA, US",34.12904286,-117.7926834,5,5,Quercus agrifolia,coast live oak
5/1/2019,2019-05-02 19:21:18 UTC,1,"Switzer Truck Trail, Altadena, CA 91001, USA",34.26646261,-118.1439733,132,132,Quercus agrifolia,coast live oak
4/7/2019,2019-05-02 23:26:05 UTC,0,"Occidental College, Los Angeles, CA, US",34.1283,-118.208755,12,12,Quercus agrifolia,coast live oak
5/2/2019,2020-09-23 18:04:34 UTC,2,"Eaton Canyon Natural Area, Pasadena, CA, US",34.18138833,-118.0968945,78,78,Quercus agrifolia,coast live oak
5/1/2019,2019-05-03 19:02:01 UTC,1,"Angeles National Forest, Palmdale, CA, US",34.26518333,-118.1491862,7,7,Quercus agrifolia,coast live oak
5/1/2019,2020-01-04 20:46:39 UTC,0,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.26538381,-118.1499348,38,38,Quercus agrifolia,coast live oak
4/28/2019,2021-01-19 23:27:53 UTC,2,"13341 Mulholland Dr, Los Angeles, CA, US",34.13242716,-118.4235019,71,71,Quercus agrifolia,coast live oak
5/3/2019,2019-05-05 19:44:11 UTC,1,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.26603824,-118.1481137,5,5,Quercus agrifolia,coast live oak
4/28/2019,2019-05-04 15:43:51 UTC,1,"De Forest, Long Beach, CA 90805, USA",33.868365,-118.1919633,,,Quercus agrifolia,coast live oak
5/4/2019,2019-05-04 17:53:32 UTC,1,"Madrona Marsh Nature Preserve, Torrance, CA, US",33.82835173,-118.3425489,10,10,Quercus agrifolia,coast live oak
4/24/2019,2019-05-05 19:43:58 UTC,1,"Los Angeles County, CA, USA",34.26164872,-118.1519278,505,505,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 01:06:13 UTC,1,"Powder Canyon, 2345 Fullerton Rd, La Habra Heights, CA 90631, USA",33.96456909,-117.9221573,,,Quercus agrifolia,coast live oak
4/28/2019,2019-05-05 19:43:41 UTC,1,"2333 Powder Canyon Trail, La Habra Heights, CA 90631, USA",33.96499634,-117.9281769,,,Quercus agrifolia,coast live oak
5/3/2019,2019-05-05 19:43:40 UTC,1,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.16492667,-117.8398833,10,10,Quercus agrifolia,coast live oak
5/1/2019,2019-05-05 01:02:12 UTC,0,"Angeles National Forest, Palmdale, CA, US",34.2657,-118.147675,30,30,Quercus agrifolia,coast live oak
5/1/2019,2019-05-05 01:04:21 UTC,0,"Angeles National Forest, Palmdale, CA, US",34.26550333,-118.1479028,10,10,Quercus agrifolia,coast live oak
5/1/2019,2019-05-05 01:05:06 UTC,0,"Angeles National Forest, Palmdale, CA, US",34.26550333,-118.1479028,5,5,Quercus agrifolia,coast live oak
5/4/2019,2019-05-05 04:16:59 UTC,1,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.26613773,-118.1435758,10,10,Quercus agrifolia,coast live oak
4/24/2019,2019-05-05 15:39:24 UTC,1,"安奇勒斯国家森林区, 帕姆代尔, CA, US",34.26633,-118.1438833,24,24,Quercus agrifolia,coast live oak
5/1/2019,2019-05-05 19:41:43 UTC,1,"Angeles MRCA Open Space, Los Angeles, California, United States",34.26528081,-118.1494933,,,Quercus agrifolia,coast live oak
4/28/2019,2024-06-10 06:03:56 UTC,3,"Topanga State Park, Los Angeles, CA, US",34.10959717,-118.56053,,,Quercus agrifolia,coast live oak
5/1/2019,2019-05-31 17:18:19 UTC,0,"Angeles National Forest, Palmdale, CA, US",34.26545833,-118.147675,8,8,Quercus agrifolia,coast live oak
5/5/2019,2019-06-03 03:44:27 UTC,2,"安琪勒國家森林, 帕姆戴爾, CA, US",34.26642414,-118.1436671,203,203,Quercus agrifolia,coast live oak
5/1/2019,2019-05-06 02:28:46 UTC,1,"安奇勒斯国家森林区, 帕姆代尔, CA, US",34.26511167,-118.1492472,64,64,Quercus agrifolia,coast live oak
5/6/2019,2022-03-31 18:13:55 UTC,1,"Bogdanovich Recreation Center, Rancho Palos Verdes, CA, US",33.73230045,-118.3187598,16,16,Quercus agrifolia,coast live oak
5/7/2019,2019-05-07 16:07:36 UTC,0,"Flintridge Sacred Heart Academy, La Cañada Flintridge, CA, US",34.18014039,-118.1844185,5,5,Quercus agrifolia,coast live oak
5/7/2019,2019-05-07 19:44:38 UTC,0,"Orcas Park, Los Angeles, CA, US",34.27155869,-118.3685519,5,5,Quercus agrifolia,coast live oak
